TradeQ,Size,BuildYear,Distance,Reform,Price
2,35,2009,6,0,31
2,20,2010,4,0,18
2,60,2000,5,0,45
2,20,1990,4,0,7
1,25,2020,8,0,34
1,20,1986,0,0,9.8
1,15,1986,0,0,11
1,20,2010,5,0,20
1,35,2009,7,0,23
4,40,2008,8,1,38
4,20,2006,7,0,25
3,75,2016,7,0,64
2,40,2006,7,0,34
2,25,2019,9,0,30
2,25,2019,9,0,30
1,20,2009,4,0,19
1,25,2019,9,0,30
3,25,2019,8,0,28
3,70,1996,6,0,37
1,70,1996,6,0,40
4,20,2001,4,0,20
4,45,1971,0,1,22
4,20,2009,6,0,24
3,45,1971,0,0,18
3,65,2004,7,0,66
3,50,1990,9,1,42
2,20,2012,2,0,25
2,20,2006,5,0,22
2,60,2014,6,0,72
2,15,1990,4,0,9.8
1,30,2006,7,0,27
4,55,2002,6,1,68
2,45,1977,7,1,29
1,80,1996,9,1,80
1,55,2002,6,0,51
4,30,2018,3,0,36
4,90,2000,5,0,100
4,20,1987,3,0,16
4,25,1970,10,0,12
4,65,2003,8,0,60
4,50,2011,6,0,68
3,75,2011,6,0,82
2,20,1987,3,0,13
2,20,2005,3,0,26
2,70,2015,1,0,80
2,15,1988,10,0,11
2,50,1999,4,0,52
2,40,1971,4,1,36
2,80,2015,1,0,88
2,50,2018,3,0,83
2,40,1999,6,0,30
2,70,2012,6,0,79
1,60,2005,4,1,68
1,50,1971,4,0,33
1,35,1971,4,0,23
4,50,1995,9,1,57
4,20,1987,9,1,15
4,50,1966,5,0,32
4,25,2006,3,0,29
4,50,1966,3,1,43
4,30,1968,3,1,24
4,55,1993,6,1,55
3,65,1972,4,0,73
3,35,2001,4,0,36
3,40,1998,10,0,28
3,55,2017,6,0,77
3,55,1966,5,1,50
3,50,1966,5,0,30
3,35,2005,10,1,47
3,35,2012,9,0,44
3,35,2001,4,1,48
3,55,2012,10,0,60
2,25,1966,9,1,20
2,60,2013,6,0,48
2,60,1994,4,0,71
2,65,2007,7,0,76
2,50,1966,5,1,40
2,55,1972,8,1,44
2,35,1987,3,1,37
1,70,1994,4,1,86
1,30,1966,9,0,19
1,20,1987,9,0,13
1,15,1982,3,1,18
1,55,1972,9,1,38
1,95,1994,4,0,99
1,80,2000.5101766642038,7,0,80
4,50,2000,9,1,52
4,35,2006,8,0,36
4,25,1972,8,0,7.8
2,20,2006,8,0,20
1,20,2006,8,0,19
1,35,2008,1,0,33
1,50,1993,3,0,34
4,40,2006,15,1,40
4,40,1986,14,1,32
4,40,2004,9,0,38
3,20,2008,10,0,22
3,20,2004,11,0,24
1,20,2009,12,0,20
1,20,2009,12,0,26
1,40,1986,14,0,24
4,45,1969,13,1,26
2,80,1969,14,0,41
2,95,2009,10,0,88
4,15,1994,8,0,7
4,25,2015,6,1,22
4,35,2012,5,0,33
4,20,1997,4,0,18
3,20,2000.5101766642038,7,0,8.8
3,15,1994,8,0,12
2,45,2000,4,0,33
2,20,2011,5,0,22
2,20,2000.5101766642038,5,0,8.5
1,15,1989,13,0,7
4,30,1985,3,0,28
4,45,1985,3,0,36
4,35,1985,3,0,28
4,15,1986,1,0,14
4,20,1994,5,0,22
4,45,2000,0,0,47
2,45,1985,3,1,33
2,50,1974,8,0,29
1,15,1986,2,0,12
1,20,2005,7,0,27
1,25,2005,7,0,26
4,65,1987,8,0,60
4,70,2015,1,0,120
4,55,2002,4,0,58
4,35,2010,2,0,49
4,35,1969,7,0,17
4,30,2010,1,0,37
4,50,2010,1,0,68
4,60,2015,1,0,91
3,50,2011,1,0,70
3,15,1975,0,0,7.8
3,90,2000.5101766642038,9,1,94
3,50,1974,9,1,47
3,50,1974,10,0,33
3,70,2012,2,0,96
3,15,1975,1,1,14
3,55,2012,3,0,57
3,30,2010,2,0,37
2,75,2015,1,0,110
2,55,2002,3,0,56
2,25,2020,7,0,36
2,70,2002,8,1,72
2,55,2002,4,1,63
2,25,2020,7,0,36
2,55,2012,3,0,64
2,75,2013,4,0,79
2,55,1992,1,0,56
1,40,2014,2,0,47
1,25,1974,10,0,13
1,20,1994,10,0,18
1,50,1969,7,0,11
1,40,2002,6,0,41
1,20,2002,2,0,24
1,55,2002,6,1,62
1,70,2015,3,0,69
4,15,1991,4,0,12
4,15,1994,3,0,9.6
4,85,1978,6,1,64
4,35,1986,7,0,23
3,35,2000.5101766642038,1,0,35
2,45,2015,4,0,50
2,40,2015,4,0,44
1,55,2000,5,0,56
1,35,2015,3,0,27
1,40,1994,2,1,41
4,25,2021,6,0,36
3,40,1971,0,0,14
3,20,2000,2,0,25
3,70,1972,6,0,42
3,50,2019,7,0,71
2,75,1995,3,0,38
2,60,1972,6,1,48
2,60,1972,6,1,45
1,55,2006,4,0,64
1,20,1971,0,1,19
1,10,1984,9,1,7.5
1,50,2006,5,0,48
1,60,1985,5,0,34
1,25,2016,5,0,28
4,15,1995,2,0,15
4,20,2005,6,0,22
3,20,1995,2,0,16
3,30,2017,5,0,37
3,35,1998,6,0,26
2,25,2020,6,0,33
2,55,2005,4,1,58
1,20,2010,4,0,24
1,25,2003,3,0,23
4,35,1997,4,1,32
3,15,1992,6,0,6
2,15,1992,6,0,12
2,95,1998,5,1,79
3,65,2003,10,1,57
2,20,2011,7,0,21
2,80,2003,10,0,60
1,15,2008,5,0,20
4,35,2010,8,0,34
4,35,1997,10,1,34
4,50,1997,9,1,45
3,65,2017,12,0,69
3,15,1993,11,0,12
4,75,2002,10,0,68
3,40,2018,14,0,45
2,20,2011,10,0,25
2,40,1996,10,0,40
2,40,1996,10,0,40
2,65,2002,10,0,61
2,50,2010,12,0,47
2,50,2003,9,0,33
3,65,2016,8,0,77
1,20,2004,12,0,21
2,15,1997,11,0,8.9
2,35,1997,11,0,26
1,35,2010,3,0,32
1,60,1998,11,0,43
1,50,1970,6,1,31
1,50,1990,8,0,31
4,40,2003,8,0,34
4,45,1995,11,1,43
4,40,2006,12,1,32
4,65,2015,13,0,57
3,55,1999,7,0,53
1,20,2003,9,0,22
4,20,1999,10,1,21
4,70,1998,6,1,60
3,20,2000.5101766642038,7,0,23
3,20,1999,10,1,17
2,70,1998,5,0,43
4,50,2006,4,0,15
3,15,1983,3,0,13
3,15,2013,5,0,25
2,50,2007,9,0,51
2,20,2002,3,0,21
2,70,1998,5,1,61
2,35,2002,3,1,36
2,40,2006,5,0,35
2,35,1983,3,0,15
2,35,1983,3,0,27
2,35,1983,3,0,28
1,15,1997,4,0,18
1,55,2001,1,0,44
4,95,1990,6,1,73
4,40,2013,7,1,55
3,40,2013,7,0,45
2,15,1991,5,0,16
2,25,1982,3,1,20
1,15,1997,8,0,15
4,15,1984,6,0,9.2
3,30,2014,8,0,32
2,50,2007,7,0,52
2,15,1984,6,0,5.8
1,95,1992,8,0,82
1,25,2013,7,0,27
4,65,2008,6,1,72
2,50,2008,6,0,53
2,65,2008,6,1,63
4,40,2005,4,0,25
2,30,2001,2,0,21
4,15,1991,6,0,9
4,15,1995,9,0,14
4,35,2003,5,0,42
4,55,2003,12,0,43
3,65,2007,6,0,77
2,50,1993,14,1,45
2,50,2002,3,1,63
2,40,1993,14,1,38
2,35,2003,5,0,37
2,15,1995,9,1,16
1,20,1998,9,0,20
1,60,2019,7,1,85
1,15,1993,8,0,14
1,20,2006,15,0,18
4,25,2016,12,0,27
3,40,2016,12,0,34
4,35,2005,4,0,40
3,30,2011,1,0,42
2,30,1999,3,0,25
2,50,1986,6,0,36
2,60,1994,9,1,45
2,60,1999,3,1,74
2,35,2005,4,0,32
1,15,1988,7,0,11
1,35,2005,4,0,31
4,45,1974,9,0,35
3,10,1984,5,0,5
3,75,2003,2,0,79
2,10,1984,5,0,5.6
2,45,2004,2,0,49
2,55,2001,3,0,55
1,80,2003,2,0,80
1,90,2003,2,0,82
1,65,2015,11,0,54
4,40,1996,9,1,40
4,30,1986,8,1,30
4,25,2003,5,0,25
4,20,2003,4,0,21
3,30,2009,9,0,32
3,55,1984,8,1,57
2,60,1989,7,0,51
2,35,2003,9,0,39
1,60,1989,7,0,43
1,20,2003,4,0,21
4,70,2007,12,0,50
4,15,1998,7,0,16
4,75,2007,12,1,69
3,15,1998,7,0,15
2,70,2007,12,0,54
2,75,2007,12,0,62
2,70,2007,12,0,54
1,70,2007,14,1,45
1,15,1988,3,0,7.5
1,90,2007,14,0,69
1,70,2007,14,0,53
1,15,1989,4,0,6.1
3,25,2007,5,0,24
1,20,2000,7,0,18
1,90,2000,7,0,5.5
1,20,2007,5,1,22
4,20,2011,10,0,20
3,65,2015,4,0,60
3,40,2013,10,0,40
3,50,2014,6,0,60
2,35,2013,10,1,32
3,20,2007,5,0,23
2,55,2007,6,0,56
2,55,2007,6,0,48
2,65,1996,11,1,48
1,20,2007,5,0,25
1,55,2007,6,0,53
1,30,2000,10,0,25
4,20,2006,7,0,18
4,50,2015,7,0,60
4,20,2006,7,0,17
4,45,1973,1,0,18
4,50,1972,3,0,27
3,80,2015,7,0,73
3,50,2015,7,0,47
3,15,1988,9,1,15
3,65,1971,2,0,25
2,20,1991,4,0,18
2,25,1972,3,1,16
2,15,1991,4,0,13
1,55,2015,7,0,56
1,25,1972,3,0,6.3
4,20,2002,9,0,20
4,85,1999,11,1,69
3,20,2002,8,0,18
3,45,2004,9,1,57
2,60,1986,5,1,43
2,45,2004,7,0,43
1,85,2001,12,0,47
4,55,1996,16,0,39
4,70,1994,13,0,33
2,65,1998,11,0,40
1,75,1996,15,0,54
4,75,1996,15,1,66
4,20,1996,8,1,17
4,15,1986,8,0,8.5
3,40,1971,6,1,22
3,15,1996,8,0,17
3,20,1996,8,0,21
2,20,1971,5,0,5
2,20,1998,7,0,21
2,20,2001,1,0,24
2,55,1995,5,0,41
2,25,1973,4,0,12
2,20,2007,8,0,18
2,55,2005,5,0,47
2,20,1971,5,1,12
2,55,1971,6,0,19
1,15,2005,6,0,22
4,20,2005,7,0,18
4,15,1987,4,0,6.4
3,15,1987,4,0,9
3,15,1987,4,0,6.7
3,50,2013,4,0,53
3,20,2001,6,0,17
2,15,1987,7,1,13
2,15,1991,6,0,11
1,15,1987,4,0,13
1,35,2020,2,1,50
2,20,1998,9,0,17
3,35,2000,4,0,26
1,80,2015,6,0,88
4,45,1976,2,1,50
4,35,2006,6,0,30
4,20,2006,12,1,17
4,60,2020,8,0,91
3,60,2005,4,0,63
3,70,1997,12,0,55
3,15,1987,2,0,14
3,120,1996,3,0,160
3,35,2006,3,0,40
3,15,1989,4,0,4
2,20,1987,2,0,13
2,75,2014,6,0,100
2,25,2000,4,0,27
2,95,2004,14,0,65
2,25,1971,2,0,15
2,50,1995,6,0,48
2,110,1996,11,1,89
1,35,1972,2,0,20
1,65,2005,3,0,64
1,20,2003,5,0,20
1,65,2017,5,0,84
1,70,2001,3,0,64
3,65,2017,14,0,79
2,65,2017,13,0,77
4,40,2002,3,0,31
2,40,2002,3,0,32
2,65,2009,6,0,46
1,30,2002,2,1,25
4,70,2005,8,0,50
3,80,1994,2,0,47
4,20,2009,9,0,22
4,10,1985,6,0,7
4,20,2005,16,0,15
3,20,1997,6,0,18
3,40,1970,9,1,25
3,30,2000,6,0,27
3,15,1998,8,0,18
3,20,2008,11,0,21
2,110,1998,9,0,62
2,75,2001,8,1,62
2,25,2017,14,0,26
2,15,1998,8,0,15
2,20,2008,7,0,16
2,15,1998,8,0,14
1,15,1998,10,0,17
1,20,1997,13,0,9
1,65,2017,12,0,69
4,20,2003,14,0,14
3,55,1967,7,1,33
1,55,1967,7,1,28
1,20,2001,9,0,15
4,65,2019,12,0,66
4,70,2019,12,0,65
3,20,1990,14,0,12
4,20,2004,2,1,19
4,20,2000,8,0,16
4,20,2008,10,0,21
4,15,1991,2,0,7.5
4,55,1995,11,0,35
3,40,2009,4,0,35
3,15,1991,2,0,9.5
2,50,2016,6,0,49
2,15,1991,10,0,13
2,20,2008,10,0,19
2,50,2016,6,1,56
1,15,1991,2,1,11
1,40,1970,3,1,14
1,35,1970,4,0,12
1,65,1994,10,1,47
1,40,2016,6,0,43
1,25,2014,4,0,24
1,20,2007,8,0,19
4,15,2000,1,0,17
4,20,2002,4,0,19
3,20,2002,4,0,19
3,20,2002,3,0,20
3,15,2000,1,0,18
2,15,2000,1,0,15
2,20,2002,4,0,17
2,10,1984,6,0,5.5
1,15,2000,1,0,15
1,20,2002,4,1,18
1,20,2002,4,0,22
1,65,1998,2,0,49
1,15,2000,1,0,15
1,20,2002,3,0,19
1,30,2018,4,0,35
4,20,2016,7,0,20
4,15,2006,6,0,22
3,30,2002,6,0,26
3,40,1974,2,0,19
2,70,2003,8,0,57
2,85,2004,9,0,75
2,25,1976,11,1,15
2,25,1976,11,0,11
4,65,2006,5,1,65
4,70,2014,7,0,66
2,70,2014,6,0,63
2,35,1977,1,0,16
4,20,1971,8,1,13
4,20,2005,6,0,21
4,20,1987,3,1,17
4,20,2011,5,0,24
4,20,2004,10,1,21
3,40,2009,1,0,51
2,20,2004,10,0,20
2,55,2008,12,0,60
2,50,2001,2,0,50
1,50,2001,2,0,52
1,15,1985,6,0,9.7
1,40,1971,8,0,17
1,65,1971,8,0,43
1,15,1997,9,0,17
1,35,1971,9,1,25
1,20,1985,3,0,11
1,40,1971,9,1,33
1,40,1971,8,1,30
4,15,2005,5,0,14
4,60,2014,5,0,69
4,15,2005,5,0,18
4,15,1991,10,0,5
3,55,2006,2,0,63
3,65,1996,3,0,58
3,25,2002,3,1,32
3,25,2017,4,0,28
2,25,2014,4,0,27
2,20,1983,6,0,8.5
2,65,1996,3,0,65
2,20,2007,8,0,16
2,20,2000,7,0,21
2,50,2014,5,0,63
1,35,1984,2,1,40
1,20,2006,10,0,22
4,20,2001,5,0,19
3,50,1998,1,0,38
2,20,2002,6,0,21
2,30,1972,3,1,21
1,15,1999,2,1,20
2,55,2011,8,0,57
1,60,2000,8,0,61
4,25,1973,7,1,19
4,30,1995,3,0,26
4,50,1998,4,0,44
4,25,2004,3,0,21
3,55,1995,3,0,52
3,55,2000,4,0,56
2,15,1986,1,1,13
2,40,2000,4,1,32
2,25,1971,5,1,11
2,50,1973,2,0,34
1,25,1971,5,1,15
1,20,2010,4,0,21
1,20,2006,5,1,25
4,60,1977,9,1,40
4,20,2005,13,1,19
3,35,2005,10,0,27
3,20,2005,9,0,21
3,20,2005,13,1,21
2,55,2016,14,0,49
4,30,2004,6,1,25
3,20,2006,2,0,20
3,30,2004,5,1,36
3,30,2004,5,0,22
2,20,2006,2,0,20
2,60,2000.5101766642038,9,0,17
2,20,2006,2,0,21
4,60,1994,13,0,38
3,20,2007,11,0,19
1,70,1988,1,0,35
1,15,1991,5,0,8
4,40,1972,8,1,25
3,15,1992,6,1,12
2,15,1997,4,0,15
1,15,1992,6,1,11
1,70,2000,9,0,54
4,25,2016,8,0,31
3,15,1999,5,0,16
3,80,1971,6,1,42
3,50,1975,6,0,25
2,25,2005,5,0,20
2,50,1985,4,0,32
2,25,2004,5,0,23
1,35,2006,6,0,28
1,35,2006,5,0,24
1,35,1974,7,1,21
4,20,2014,3,0,23
2,30,1973,6,1,20
4,25,2014,9,0,27
4,30,1992,6,0,20
4,55,2000,12,0,42
3,15,1992,5,0,12
3,70,1999,9,0,61
2,25,2014,9,1,25
1,45,2004,12,1,31
1,55,2017,11,0,61
4,55,2003,18,0,41
1,55,2003,18,1,50
4,15,1996,8,1,12
4,65,2010,6,0,65
4,65,1999,3,0,62
4,20,1986,6,0,13
3,60,2010,5,0,59
3,65,2014,9,0,50
3,35,2006,11,0,22
1,20,2006,9,0,23
1,20,2006,10,0,21
1,20,1999,5,0,19
1,70,2010,8,0,63
2,45,1985,7,1,33
1,25,2002,8,1,20
4,50,2011,2,0,54
4,30,2006,13,1,31
4,15,1986,6,1,9.5
4,70,2013,7,0,70
4,65,2000,10,0,43
4,80,1998,5,0,69
3,65,2000,9,1,53
3,70,1997,13,1,54
3,65,1996,10,0,37
3,60,2006,10,0,21
3,25,2012,2,0,31
3,65,2000,9,0,48
2,20,2007,6,0,18
2,65,1998,5,0,56
2,25,2002,4,0,25
2,90,1998,5,0,82
2,70,2000,11,0,48
2,80,1998,5,1,80
2,20,2002,5,0,22
2,20,2009,5,0,22
2,30,1974,2,1,24
2,25,2012,2,0,24
1,80,1998,5,0,60
1,35,1974,2,0,20
1,20,2004,12,0,20
1,25,2007,6,0,26
1,20,2007,6,0,20
1,35,1974,2,0,16
1,65,2013,7,0,57
4,100,2009,8,0,160
3,70,2013,9,0,69
3,95,2009,9,0,130
2,60,2001,9,0,45
2,75,2009,6,0,87
2,95,2009,8,0,130
2,60,2009,6,0,75
1,20,2007,13,0,17
3,15,1985,11,0,7.9
2,25,1972,11,1,18
1,25,1972,11,0,11
1,65,2015,14,0,55
4,50,1994,13,0,40
4,75,2003,7,0,73
3,25,1973,1,0,10
3,70,2003,7,0,55
3,90,2016,5,0,100
3,70,2016,7,0,66
3,60,1997,1,0,59
2,75,1986,8,0,47
2,50,1990,5,1,48
2,25,1997,8,0,19
1,80,2016,6,0,90
1,25,1997,8,0,14
4,50,1970,5,1,25
4,40,1987,8,1,44
4,40,1991,6,0,32
3,20,2007,1,0,24
3,70,1973,4,0,34
3,15,1992,4,0,16
3,20,1984,7,1,12
3,40,1984,7,0,20
3,70,2005,5,0,75
3,55,1999,4,0,59
2,20,1986,7,0,15
2,50,1973,7,1,42
2,40,1984,7,1,38
2,35,1970,5,1,26
2,15,1993,11,0,17
1,60,2001,4,0,45
1,60,2005,2,1,68
1,50,1987,8,1,43
1,105,1989,6,0,60
1,30,2006,2,0,40
1,80,2000,2,1,86
4,65,2013,5,0,80
4,25,2013,1,0,23
4,65,1997,3,0,67
3,30,1988,2,1,23
3,20,1996,4,0,19
3,25,2013,6,0,27
3,25,2013,1,0,23
3,30,2008,3,0,34
3,65,2012,9,0,72
2,20,1987,6,1,12
2,20,1988,2,0,15
2,55,1988,2,1,56
1,25,2013,1,0,27
1,40,1984,3,1,35
1,20,1996,4,0,18
4,60,2007,6,0,57
3,65,1997,3,1,64
3,95,2005,8,0,76
2,55,2007,8,0,60
1,90,1997,7,0,68
4,70,2015,9,0,81
4,50,2005,6,0,57
4,25,1985,2,0,12
3,100,2005,7,1,110
3,55,2009,3,0,51
3,25,1985,2,1,17
3,60,2005,9,0,65
2,75,2004,3,0,76
1,105,2003,6,1,110
1,100,2002,5,0,80
4,20,2005,13,0,18
4,15,1999,9,0,17
2,30,2001,5,0,26
1,15,2001,6,1,19
4,60,2011,8,0,49
4,25,2006,4,1,25
4,65,2017,2,0,80
4,50,1984,5,0,35
3,25,2003,8,0,26
3,20,2006,4,0,20
3,45,1971,9,1,35
3,45,1971,9,1,43
3,30,2003,6,1,22
3,65,2017,2,0,82
2,20,2003,8,0,19
2,25,1992,6,1,18
2,40,1971,8,0,27
2,55,2001,2,0,46
2,65,2017,2,0,80
2,30,1972,3,0,16
1,50,1984,5,0,27
1,30,1972,3,1,21
1,65,2017,2,0,71
1,25,2006,4,0,30
1,50,1997,6,0,37
4,15,1986,12,0,5.7
2,20,2006,10,0,25
1,30,1991,9,1,22
4,20,1999,11,0,17
4,70,1999,12,0,55
2,25,1999,11,1,22
1,40,1972,9,0,12
4,40,2016,9,0,38
4,25,2014,11,0,23
4,65,2002,8,1,59
4,40,1987,7,1,25
4,70,2004,9,0,62
3,45,1974,5,1,40
3,55,2013,4,1,61
3,15,1986,7,0,9
3,15,1985,1,0,13
3,60,1988,7,0,43
3,25,2016,9,0,27
3,70,1988,10,1,60
3,60,2010,8,0,56
2,50,1987,7,1,35
2,25,2012,1,0,24
2,20,1985,1,1,19
2,90,1979,7,0,43
1,50,1988,7,1,40
1,25,2020,11,0,32
1,45,1987,10,1,35
1,15,1992,6,0,7.2
1,25,2014,10,0,26
1,40,2009,10,1,41
1,25,2014,10,0,24
1,80,1979,8,0,36
1,25,2014,10,0,23
2,15,1991,10,0,8.3
3,20,2002,6,0,21
3,15,2000,9,0,16
1,15,1990,13,0,8
4,20,2007,12,0,21
3,80,2007,9,0,80
3,75,2005,10,0,75
3,20,2002,13,0,22
3,65,2007,9,0,58
2,25,2009,6,0,28
2,55,2010,9,0,50
1,55,2012,10,0,55
1,25,1994,6,1,21
1,35,1970,4,0,16
4,70,2003,13,1,73
2,75,2003,13,0,55
2,15,1996,10,0,16
3,65,1996,18,0,38
2,70,1996,18,0,41
2,65,1996,18,1,48
1,15,1984,11,0,6
4,15,2004,12,0,18
4,15,2004,12,1,20
4,15,2003,12,0,17
3,20,2004,12,1,22
4,15,1991,13,1,8.8
4,25,2021,11,0,33
3,25,2021,11,0,32
3,25,2021,11,0,33
2,35,2021,11,0,42
2,25,2021,11,0,31
1,65,2013,12,0,66
1,65,2013,12,0,68
3,70,2001,11,0,48
1,25,2011,7,0,21
1,15,1985,9,1,7.9
1,40,1985,10,0,16
3,25,1971,15,1,9.5
2,65,2006,18,0,55
2,75,2006,18,1,70
2,35,1971,15,0,9.2
1,60,2004,16,0,44
1,35,1971,15,1,19
4,40,1969,15,1,24
4,15,1988,14,0,3.4
4,80,2005,15,0,64
3,80,2005,18,0,75
3,40,1985,14,1,28
1,75,2005,15,0,62
4,15,1991,6,0,8
4,60,1998,4,1,61
3,15,1999,9,0,20
3,20,2002,2,1,22
3,10,1995,8,0,5.2
3,65,2013,2,0,68
2,60,1998,4,0,46
2,60,2015,5,0,57
1,60,2015,5,0,56
1,65,2015,5,0,60
4,15,1988,3,0,11
4,15,1998,7,0,17
3,15,1998,7,0,9
3,15,1998,7,1,16
2,15,1988,3,0,11
2,15,1998,12,0,19
2,15,1988,3,1,14
2,65,2014,4,0,84
2,50,1995,10,0,42
2,60,2000,8,1,63
2,70,2012,12,1,70
1,20,1998,9,1,21
1,15,1990,10,0,12
1,15,1992,2,0,15
1,50,2012,9,0,45
1,55,1995,10,0,44
1,45,2014,4,0,48
3,65,2012,12,0,63
2,70,2012,11,0,62
2,75,2000,8,1,81
4,25,2007,9,0,25
4,25,2016,12,0,35
4,25,2007,8,0,34
4,20,2012,9,1,27
4,20,2011,11,1,25
3,20,2011,11,0,24
3,30,1991,11,1,25
3,15,1985,8,0,12
3,65,1999,8,0,60
3,20,2005,9,0,20
3,20,2011,11,0,24
3,20,2010,11,0,22
3,30,1999,8,1,30
3,15,1990,14,0,11
3,30,2001,11,0,29
2,15,1986,10,0,10
2,20,2007,9,0,21
2,20,2005,7,1,23
2,20,2007,7,1,23
2,15,1986,10,0,10
2,45,1999,8,1,48
2,20,2010,11,0,26
2,20,2007,9,0,20
2,25,2013,13,0,32
2,20,2012,10,0,22
1,20,2013,13,0,25
1,20,2009,8,0,19
1,65,1984,14,1,48
1,20,2010,11,0,23
1,20,2012,9,0,25
1,20,2012,9,0,21
1,20,2005,9,1,22
1,15,1985,8,0,14
1,50,2002,11,0,51
1,20,2010,11,0,20
4,20,2010,10,1,23
3,15,1987,8,0,8.4
3,20,2002,3,0,19
3,30,2001,0,0,25
1,20,2013,1,0,23
4,20,2010,15,0,25
1,20,2010,15,0,25
2,70,2011,2,0,80
2,70,2011,2,0,84
1,55,2011,2,0,57
4,15,1989,4,1,11
4,20,2007,10,0,23
4,25,2007,5,0,26
4,20,2005,10,1,21
3,15,1989,4,0,10
3,20,1990,10,0,7
3,20,2005,10,0,21
3,20,1990,10,0,15
3,60,2005,11,0,55
2,20,2000.5101766642038,8,0,14
2,20,1988,9,0,9.5
2,20,2007,10,0,22
2,20,1990,10,0,16
1,15,1988,5,0,11
1,60,2005,11,1,55
4,20,2000.5101766642038,1,0,25
4,65,1997,7,1,69
4,20,2012,2,0,22
3,30,2010,4,0,12
3,25,2020,3,0,34
3,25,2020,3,0,34
3,25,2020,3,0,34
3,25,2020,3,0,34
3,25,2020,3,0,34
3,65,1997,7,0,50
3,25,2020,3,0,34
2,25,2020,3,0,34
2,25,2020,3,0,34
2,25,2020,3,0,34
2,25,2020,3,0,34
2,65,1997,7,0,55
2,25,2020,3,0,34
1,20,1999,7,0,16
1,30,2020,4,0,38
1,25,2020,3,0,34
1,25,2020,3,0,34
1,25,2020,4,0,35
1,50,1997,7,1,45
1,25,2020,3,0,35
1,25,2020,3,0,32
4,20,2010,1,0,25
3,40,1979,0,1,31
4,20,1996,3,1,18
4,50,1971,1,0,25
3,50,1999,3,0,55
3,45,1971,1,0,29
3,45,1971,1,1,38
3,20,1996,3,0,18
4,35,1988,14,0,24
3,45,1986,12,1,41
3,20,2003,11,0,24
2,20,2000,12,1,21
1,20,1999,11,0,21
4,70,2005,6,0,65
4,75,2005,6,0,70
3,70,2005,6,1,70
2,70,2005,6,0,61
1,60,1996,7,1,45
4,20,2013,12,0,20
2,80,2006,9,1,77
1,80,2006,12,0,63
1,20,2013,12,0,17
4,20,2012,8,0,20
4,20,2008,2,1,17
4,20,2007,8,0,21
4,35,2002,1,0,38
4,20,2009,7.340678303577355,0,21
3,85,1991,9,0,60
3,65,2005,8,1,60
3,20,2016,7,0,24
2,20,1988,8,1,19
2,20,2007,8,0,20
2,20,2009,7.340678303577355,0,22
1,35,2002,1,1,37
1,45,2002,1,0,38
1,15,1988,6,0,12
1,20,2008,2,1,15
1,80,1979,9,1,52
4,20,2010,5,0,21
4,20,2011,5,0,25
4,70,2012,4,1,90
4,20,2001,5,0,19
4,25,1998,4,0,27
4,35,2003,4,1,37
4,55,1995,11,0,43
4,45,1989,5,0,18
3,20,2003,6,0,23
3,20,1998,4,1,20
3,20,2010,4,0,23
3,20,2001,5,0,19
3,65,2017,6,0,75
2,20,2002,5,0,20
2,20,2005,4,0,22
2,20,2003,6,0,18
2,65,2000,7,1,70
2,20,2013,9,0,25
2,20,2002,5,0,21
2,20,2002,5,0,20
2,20,2011,5,0,25
2,20,2005,5,0,25
1,20,2010,4,0,16
1,20,2011,5,0,24
1,45,2000,4,0,42
1,65,2000,4,0,67
1,65,2012,4,0,68
1,20,2013,9,1,21
4,50,2000,4,1,54
4,20,2010,3,0,20
4,45,1997,2,1,55
4,25,2010,5,0,26
3,70,2013,2,0,83
3,30,1985,1,0,30
3,15,1985,1,1,15
3,55,2013,2,0,68
3,15,1985,1,0,12
3,15,1985,1,0,13
3,85,2003,6,0,82
2,60,2003,6,0,60
2,45,2013,2,0,54
2,70,2010,8,0,76
2,45,1997,2,0,43
2,20,1999,5,0,17
2,70,1998,6,0,73
1,70,2013,2,1,80
1,55,1997,2,0,47
1,15,1985,1,0,12
1,35,2004,5,1,36
1,35,1976,2,1,28
1,50,2013,2,0,64
4,65,2012,5,0,75
3,50,2000,13,1,51
3,65,2010,5,1,90
3,25,2002,8,0,27
3,20,2007,9,0,19
2,20,2013,7,0,24
1,25,2007,9,0,18
4,20,1998,6,0,19
4,20,1998,6,0,19
4,35,2000.5101766642038,3,1,46
4,50,2015,5,0,54
4,45,1997,11,1,45
4,20,2013,2,0,29
4,20,2006,2,0,25
4,20,2010,5,0,24
4,20,2005,3,0,21
4,20,2010,5,0,23
3,20,2005,3,0,20
3,20,1998,6,0,22
3,20,2012,2,0,25
3,65,2000,3,0,63
2,20,1990,8,0,21
2,50,2013,3,0,58
2,20,2012,2,0,24
2,20,2016,2,0,25
2,20,1998,6,0,16
2,20,2011,4,1,22
2,25,1986,5,1,23
2,15,1990,8,0,8.5
2,65,2000,3,1,63
2,30,1984,12,1,25
2,20,2000,11,0,20
2,15,1990,10,0,12
1,15,1990,10,0,12
1,20,1998,6,1,21
1,20,2006,2,0,25
1,15,1990,10,0,12
1,20,1998,6,1,19
1,35,1984,12,1,28
1,20,1990,8,0,17
1,50,2015,5,0,52
1,25,1977,2,0,13
1,20,2010,5,0,22
1,30,1990,8,0,18
1,20,2000.5101766642038,9,0,23
1,70,2000.5101766642038,5,1,75
1,25,1977,2,0,17
4,65,2006,4,0,62
4,65,2005,8,0,53
